ID,PROB
65469,0.4805697594131314
65470,0.4838698543393414
65471,0.47696406966574745
65472,0.4894952066097266
65473,0.4987988730150306
65474,0.4792845088149959
65475,0.4854587409957699
65476,0.48498431087970106
65477,0.4733186279554541
65478,0.4860134249656447
65479,0.4871968020008629
65480,0.48822525430789143
65481,0.4847303988836213
65482,0.4808662270972269
65483,0.46843108664410166
65484,0.46790087096634175
65485,0.45266512755783933
65486,0.49228643563675983
65487,0.5494341220589962
65488,0.5481504829063548
65489,0.4794094193973354
65490,0.5389449809342353
65491,0.4876113279259403
65492,0.5513924261105654
65493,0.495727630963278
65494,0.48292640240674045
65495,0.5065702904933167
65496,0.4726966328988966
65497,0.49837956149690826
65498,0.4862467637134408
65499,0.5376223698225707
65500,0.5174343710075247
65501,0.5363885744717561
65502,0.49905035277773047
65503,0.4916110789774558
65504,0.5250221700729316
65505,0.5072646842412849
65506,0.49990860935982573
65507,0.47967617920817573
65508,0.48827634945902
65509,0.48569952655556536
65510,0.48726876058643215
65511,0.5019302404913881
65512,0.4916250507833171
65513,0.5006100617133149
65514,0.506539974591662
65515,0.5795138049543899
65516,0.49922631744768625
65517,0.4931440769008514
65518,0.4872923769582548
65519,0.5225603789491571
65520,0.4854006693953375
65521,0.4859522350051034
65522,0.4985417241506048
65523,0.49594574406630476
65524,0.48612089288107124
65525,0.4969047854160295
65526,0.4989660419054454
65527,0.491051479574239
65528,0.5057675001329429
65529,0.491549584292725
65530,0.574271778478286
65531,0.5036646222225111
65532,0.5005592446654177
65533,0.49490793791848475
65534,0.48565432376879397
65535,0.5083396499091317
65536,0.4868309332449708
65537,0.48359894001103987
65538,0.5008198852942207
65539,0.4951748648734113
65540,0.4869841961144809
65541,0.4951678803953629
65542,0.47589613440960027
65543,0.4970143673890294
65544,0.4897955388732327
65545,0.49511391527438714
65546,0.5155601907615565
65547,0.4983018325465725
65548,0.5011902340214851
65549,0.48714694041359535
65550,0.485545674312969
65551,0.4887676904381101
65552,0.49181583979319116
65553,0.4890176114701421
65554,0.5156400180073776
65555,0.48517033381550273
65556,0.49801670739768034
65557,0.5028805647406088
65558,0.49789572695905926
65559,0.5180328302488802
65560,0.4745231597178471
65561,0.5653871335650319
65562,0.4752712933982142
65563,0.4965155683122375
65564,0.4900583891801011
65565,0.5024578458929847
65566,0.5276037861177223
65567,0.4983030344081979
65568,0.5034798194954931
65569,0.40193657457992743
65570,0.5218138851480851
65571,0.48216431356184025
65572,0.4311033610683067
65573,0.4952983459842078
65574,0.5030404769957859
65575,0.5056661972379395
65576,0.49922967033297194
65577,0.4958000825402622
65578,0.5053377199296709
65579,0.48972081216793456
65580,0.5003440129666535
65581,0.4850426216194698
65582,0.48613461909176053
65583,0.4871548688343269
65584,0.4758765875676275
65585,0.4896256905321937
65586,0.4968538046428024
65587,0.4972889519095582
65588,0.4875065075690223
65589,0.49708882834531104
65590,0.48117478701572747
65591,0.5867884033104205
65592,0.48954757546542993
65593,0.49585726325996127
65594,0.48696877116837534
65595,0.49876758036805147
65596,0.4784349685055849
65597,0.5708629596910428
65598,0.48642386528163284
65599,0.47250582363287
65600,0.48865117682277404
65601,0.47296902543816943
65602,0.4943812360346508
65603,0.5037803174930059
65604,0.4919472804257559
65605,0.4833143397207215
65606,0.5064519767461414
65607,0.48795994563309775
65608,0.5078465770428339
65609,0.4807953278504404
65610,0.5033513559323093
65611,0.4996290116759927
65612,0.4895347633806212
65613,0.5107878982519131
65614,0.49633939941483407
65615,0.49339133429675125
65616,0.5024623248725032
65617,0.4788021236164407
65618,0.49478493302048887
65619,0.4827145409030587
65620,0.49566194116929746
65621,0.4882868455350623
65622,0.4837976766915508
65623,0.4942650719008911
65624,0.4983692580477694
65625,0.4888505028152138
65626,0.4803886494032505
65627,0.5010045766430801
65628,0.4945429421155634
65629,0.48563339480878065
65630,0.48420640471173576
65631,0.49938814244424934
65632,0.4875920047408185
65633,0.4865100480563904
65634,0.4967512310994314
65635,0.4859660214252318
65636,0.5113698519933584
65637,0.5142348584405473
65638,0.500601545709609
65639,0.4863093810033517
65640,0.5058436548856863
65641,0.4809704200463316
65642,0.4823361023662782
65643,0.5013943176749012
65644,0.4859621134850448
65645,0.49190853955447944
65646,0.4731516128744896
65647,0.48696588023081305
65648,0.5050531465845606
65649,0.49885097649318055
65650,0.49412100469095677
65651,0.49646387034542394
65652,0.48517193076046333
65653,0.5013752182071841
65654,0.48746706016767527
65655,0.5090234041040773
65656,0.4910453711508391
65657,0.5015239067257037
65658,0.4670174621308039
65659,0.4874234456536293
65660,0.48418264249905185
65661,0.5113711818672247
65662,0.481613153180677
65663,0.5014182807118746
65664,0.48188419918050496
65665,0.520090040388478
65666,0.5042967084821715
65667,0.4786878702359063
65668,0.49012589563287046
65669,0.48445629321014694
65670,0.48674273823617875
65671,0.48573448230974997
65672,0.500360054315496
65673,0.4870163490325431
65674,0.5012184853540136
65675,0.5431789584943025
65676,0.4969784418232918
65677,0.48295351571773376
65678,0.49093289250005145
65679,0.4875768599807235
65680,0.4923159405417855
65681,0.4868591758215225
65682,0.47688548940072667
65683,0.47847091263049696
65684,0.4880028781767141
65685,0.4913302639035123
65686,0.498260098707714
65687,0.48251502863417706
65688,0.4894396034995584
65689,0.4792475295614384
65690,0.48940473999420553
65691,0.4879219454246758
65692,0.4723576078552648
65693,0.49702798183587626
65694,0.4946300736836834
65695,0.4947637910551885
65696,0.4915344846293853
65697,0.4736671021469207
65698,0.514264750549267
65699,0.4760699421920265
65700,0.4874847307001945
65701,0.4867795557367397
65702,0.4850721002717018
65703,0.4965799592417913
65704,0.4939556977795405
65705,0.5082426010539126
65706,0.4728602352537541
65707,0.48412255477011507
65708,0.5051897541960568
65709,0.4732680915147447
65710,0.5830055447366992
65711,0.4837043204332046
65712,0.5169820823235924
65713,0.5063184994054046
65714,0.47195348469395093
65715,0.5199988746754393
65716,0.5366274054218452
65717,0.4964394850227011
65718,0.48212816490624427
65719,0.48325963697505037
65720,0.5263022332110463
65721,0.5029183210249718
65722,0.5144989500055128
65723,0.4867089240683433
65724,0.49875040733894893
65725,0.4932531955268553
65726,0.5139916443658674
65727,0.5075762242200498
65728,0.48788951669082553
65729,0.48362196407627966
65730,0.5053271094566323
65731,0.4962821479303961
65732,0.4858592986781039
65733,0.4871853670571594
65734,0.4939184011164638
65735,0.49120126146975174
65736,0.48804304378036073
65737,0.5102546372702219
65738,0.48382275516299933
65739,0.5023817707856766
65740,0.49240347157145914
65741,0.4991938018959415
65742,0.4935939853300032
65743,0.4896739955137609
65744,0.48764217446603464
65745,0.5122454587939067
65746,0.5281506912351539
65747,0.48744720863883184
65748,0.49756310692929573
65749,0.4971481035135394
65750,0.49222004844725625
65751,0.47677552624410524
65752,0.4754023213573596
65753,0.49426760875085424
65754,0.4871656410760661
65755,0.49774133718958835
65756,0.48819080819982624
65757,0.4943293166606691
65758,0.48248676849823136
65759,0.49832600180839765
65760,0.5200935538960346
65761,0.5000165208748799
65762,0.48079662525204014
65763,0.4881231175971624
65764,0.584799177923795
65765,0.49343945505395415
65766,0.4707829695723677
65767,0.4905100967487369
65768,0.4977733608474564
65769,0.5976072344052636
65770,0.4913964059581435
65771,0.5028166958653834
65772,0.4878594832942098
65773,0.48487440935472065
65774,0.5004668634191829
65775,0.4880114940094745
65776,0.4919239983260308
65777,0.47935778672491525
65778,0.49706936042072913
65779,0.49858959297519545
65780,0.49141343603784293
65781,0.4904084843629949
65782,0.5071708243855817
65783,0.4894915454919936
65784,0.48837753200511697
65785,0.48134659299073485
65786,0.48248190855876744
65787,0.5459584310039387
65788,0.5147387336892867
65789,0.4933813966878877
65790,0.4906711568381964
65791,0.49581753180258914
65792,0.5103234484783669
65793,0.48493455410601155
65794,0.48618418326603247
65795,0.5309423700431843
65796,0.520272721104808
65797,0.480732122702541
65798,0.495611548744
65799,0.5375748510655074
65800,0.49401751198626637
65801,0.4904140381356411
65802,0.4958653305310629
65803,0.4741382642714863
65804,0.4763693988571305
65805,0.4790994361864184
65806,0.4808455923148142
65807,0.4938581093074109
65808,0.49417581935314814
65809,0.5269273413942132
65810,0.5003366534403899
65811,0.48525540440304404
65812,0.5012963396028804
65813,0.4991011223668935
65814,0.49630849867253685
65815,0.4910570675326601
65816,0.4813204598653396
65817,0.4950118990163871
65818,0.5022511496352892
65819,0.49564481805548344
65820,0.49952892508272084
65821,0.4878479940575387
65822,0.5580716904391155
65823,0.4845996288677399
65824,0.49249375794470646
65825,0.4993116580861282
65826,0.47967334327365235
65827,0.47219799941127844
65828,0.4988422331208017
65829,0.4750040273507509
65830,0.4867238337590935
65831,0.49290231230499976
65832,0.4889282656401326
65833,0.49386716751462334
65834,0.5352262262831015
65835,0.49901329869610606
65836,0.49287367585090447
65837,0.5088379930926721
65838,0.48057659884419374
65839,0.4860094906191935
65840,0.48611851772599374
65841,0.4730278618515489
65842,0.4995819063984227
65843,0.4674960463499743
65844,0.474716983392229
65845,0.48828722973163224
65846,0.4811187286414483
65847,0.4946289632216856
65848,0.49858563868313466
65849,0.4985566885523592
65850,0.5101105376424202
65851,0.4932939387654206
65852,0.5881927498026724
65853,0.4968286370176253
65854,0.5500229848930782
65855,0.4920023807100497
65856,0.4735452266919954
65857,0.48050177663789695
65858,0.4880449617361789
65859,0.48863279034371043
65860,0.4864147002113944
65861,0.47726320988563353
65862,0.5022010789954858
65863,0.4953355867990471
65864,0.5463112322328815
65865,0.48578284959915113
65866,0.39149110804012544
65867,0.49806790438540516
65868,0.5022316416795674
65869,0.4923510897444106
65870,0.5496527484651853
65871,0.4884337057468904
65872,0.49315229916795583
65873,0.4683248112975004
65874,0.5046668565539292
65875,0.48067785881077646
65876,0.5239951495512878
65877,0.47856763840561084
65878,0.48876704904073937
65879,0.4989713863315598
65880,0.48800259540128216
65881,0.48036276758462837
65882,0.49994154055020656
65883,0.4917430954048442
65884,0.5040464527424364
65885,0.48793526644504404
65886,0.5040457265241562
65887,0.498847292798545
65888,0.4869319191917619
65889,0.4899052881192304
65890,0.5187496523174487
65891,0.5914594805260291
65892,0.48064337725780887
65893,0.48785122895041333
65894,0.48714372404424633
65895,0.4929766748033176
65896,0.4849196710645763
65897,0.49382765747701407
65898,0.506201737818378
65899,0.48703154769040957
65900,0.4928491543581786
65901,0.48748156940851023
65902,0.4939282030844295
65903,0.4809265931328885
65904,0.4913828565357468
65905,0.4739660131589254
65906,0.49713454509421195
65907,0.499380510998335
65908,0.48755256718471596
65909,0.49124653720394235
65910,0.5006803489849576
65911,0.48705891009642865
65912,0.488057759064239
65913,0.46874922831135485
65914,0.48333752560656895
65915,0.48524922442462
65916,0.4862429900973309
65917,0.5015352521121905
65918,0.5083161498293802
65919,0.49555544219563014
65920,0.5173353831995132
65921,0.4792959298229772
65922,0.5123818185156038
65923,0.4959383693075335
65924,0.4821226946379043
65925,0.48709887751703757
65926,0.4853865885159858
65927,0.5047999805777047
65928,0.4882397281992013
65929,0.49416852361654656
65930,0.4976396333698453
65931,0.4723181242343191
65932,0.5154040494313483
65933,0.4980731241021662
65934,0.47585026341437037
65935,0.4865926499247699
65936,0.48774598848520057
65937,0.46550324230356194
65938,0.49201305835243037
65939,0.48617505120528987
65940,0.4988167601257071
65941,0.47808563960229433
65942,0.5023360598591723
65943,0.4670292044771836
65944,0.5458376893395899
65945,0.5001767623897984
65946,0.4866055401363295
65947,0.4782776965196402
65948,0.48317224557642424
65949,0.4707521232040596
65950,0.5046403114463256
65951,0.4809694958885835
65952,0.4863083275014115
65953,0.4847036661058535
65954,0.5016369222486086
65955,0.508854846847377
65956,0.5108181472672226
65957,0.5395549097844471
65958,0.486597721653919
65959,0.4910977841401996
65960,0.47103816611008664
65961,0.4992895097708285
65962,0.47676980356063964
65963,0.4808440589865171
65964,0.4750626629781789
65965,0.4809111026145156
65966,0.48809340830691095
65967,0.48490921807486603
65968,0.48562183768212536
65969,0.4839808044853838
65970,0.4949020547515306
65971,0.4872511400698679
65972,0.4925730435695298
65973,0.48001491801073976
65974,0.4820165836855533
65975,0.48596953005778243
65976,0.4979057752428777
65977,0.4848606987544312
65978,0.48796104272099844
65979,0.47576616012785183
65980,0.4828450882679343
65981,0.4891213956431025
65982,0.5000639843859297
65983,0.47798225185314863
65984,0.4831161269985812
65985,0.47189833377061835
65986,0.48164056200621036
65987,0.47862933145265024
65988,0.4772290843060264
65989,0.4784158229208472
65990,0.48021837149843283
65991,0.47502536433187376
65992,0.4852154988346181
65993,0.48760292669537436
65994,0.48913259706150997
65995,0.4846441506451013
65996,0.491612429122186
65997,0.5010767377351083
65998,0.486875007762008
65999,0.4986772692119402
66000,0.5010812115383362
66001,0.5166898023712766
66002,0.49697636086835395
66003,0.4898309595000082
66004,0.4994526124069778
66005,0.4968969159523626
66006,0.4869881357323328
66007,0.4843169799708198
66008,0.49555101454908856
66009,0.48868141707000506
66010,0.5013116905361018
66011,0.4844763193073187
66012,0.4798840163030237
66013,0.5320267272216176
66014,0.5039472145564322
66015,0.48345716165530755
66016,0.5915549411367191
66017,0.5059525375995939
66018,0.47048384088285794
66019,0.5240238655719917
66020,0.5026308808051455
66021,0.5323030738360903
66022,0.5018854810645139
66023,0.4853273986184739
66024,0.48764750175721217
66025,0.5076833791159644
66026,0.5015463149866142
66027,0.49731040707098667
66028,0.48846693204852487
66029,0.5176822323548739
66030,0.49004914681544987
66031,0.4969080231352489
66032,0.5922452198382901
66033,0.5433133270070204
66034,0.5550602849814171
66035,0.5060589048406068
66036,0.47375169413872886
66037,0.4966494179762524
66038,0.5073693763903677
66039,0.5338509007864158
66040,0.4837968102854833
66041,0.4948144041722712
66042,0.47722580208605947
66043,0.5353771805235901
66044,0.4802953577104877
66045,0.4888828907286772
66046,0.4982134373217512
66047,0.5777921362412384
66048,0.5026619642590638
66049,0.5024436144937476
66050,0.4952671241057199
66051,0.45644881914631863
66052,0.5008225974711518
66053,0.48770950741270414
66054,0.49513399290862975
66055,0.48671177839477486
66056,0.495993544087868
66057,0.4920282157311845
66058,0.49456122444697365
66059,0.5427204465144266
66060,0.4911327534886561
66061,0.5039375441140626
66062,0.49104517630963074
66063,0.4935000461816168
66064,0.5052071309312148
66065,0.48655776582291843
66066,0.4906045287810943
66067,0.5288114981179189
66068,0.37775729346641
66069,0.48536932763646246
66070,0.5073779971693599
66071,0.48831137201851715
66072,0.5245748863016297
66073,0.522845185081946
66074,0.4933810176777941
66075,0.5385944643938221
66076,0.4856908940831023
66077,0.48769032312274596
66078,0.4919837394854024
66079,0.48587274314806717
66080,0.4724010764797425
66081,0.4756053040272713
66082,0.4759005323081057
66083,0.47919259660611113
66084,0.4855252494474815
66085,0.49045752862407366
66086,0.4858923453393825
66087,0.5403062983478686
66088,0.4944084092950898
66089,0.5412244691589984
66090,0.4890213963012536
66091,0.48869214017455204
66092,0.4988737128231757
66093,0.48272692559848746
66094,0.4854656375790515
66095,0.4740587660762869
66096,0.49522415684228316
66097,0.529681305151467
66098,0.5146537157540342
66099,0.5382088989365974
66100,0.491490498694386
66101,0.49958117448495465
66102,0.5005711918148168
66103,0.47984498403507
66104,0.5132872486037316
66105,0.48612829499713667
66106,0.49398721925553124
66107,0.49197386804661336
66108,0.4713187504972337
66109,0.5269833940135145
66110,0.5050578656739961
66111,0.49897045666397305
66112,0.48940349595666965
66113,0.4989054700696081
66114,0.5406015936457664
66115,0.4943717100907481
66116,0.5048590585993065
66117,0.48458277444468106
66118,0.4990667998711718
66119,0.49194868749597137
66120,0.49990287059185495
66121,0.4870358474354628
66122,0.48000063963010986
66123,0.5009094803985269
66124,0.4828805441953641
66125,0.47764723293641503
66126,0.47575881216672683
66127,0.4918915251539392
66128,0.47855753822217356
66129,0.4915508909530185
66130,0.49228486069587013
66131,0.4850074833225883
66132,0.48635818419118604
66133,0.4940686355971676
66134,0.48928732137086584
66135,0.49190741433566787
66136,0.5042286712285196
66137,0.4837102313213596
66138,0.48664192841128306
66139,0.4839467082905663
66140,0.49293374815086377
66141,0.5015168682733124
66142,0.49092562534173945
66143,0.5021196311404619
66144,0.48380585141607024
66145,0.4910135438471855
66146,0.5061373985870788
66147,0.48825686727925577
66148,0.46914497143315737
66149,0.5048652041569557
66150,0.48914394617697105
66151,0.47287280760131656
66152,0.4770675253434657
66153,0.49307311202987236
66154,0.5042888142176571
66155,0.5805169395230242
66156,0.47555356663109566
66157,0.5400525764556854
66158,0.4908397776244767
66159,0.48534695092806623
66160,0.5052510845948555
66161,0.500585546543796
66162,0.48099394238042903
66163,0.49233787878470336
66164,0.49440816723586806
66165,0.4848641286467136
66166,0.4957898253193453
66167,0.49709075535573943
66168,0.4955123032355697
66169,0.4835660885246328
66170,0.5012016901301999
66171,0.5022114708436571
66172,0.47742073296903714
66173,0.5128356791228506
66174,0.4937607470300813
66175,0.48664087464867006
66176,0.502815580786736
66177,0.5010609509883016
66178,0.4779167744612396
66179,0.49227356658470656
66180,0.506070729423273
66181,0.48036554039885004
66182,0.49462184895868344
66183,0.49736116802391955
66184,0.48603322648496183
66185,0.4900086818073552
66186,0.4766637478254559
66187,0.4902603209318893
66188,0.47948343926574
66189,0.47845460093553954
66190,0.46797880418256066
66191,0.4965716019730144
66192,0.48951432397085737
66193,0.5089441326691533
66194,0.46979737054670867
66195,0.4878087621306186
66196,0.48300428178059
66197,0.5072842144032126
66198,0.5308920105463794
66199,0.4818716482148003
66200,0.4787135675366045
66201,0.5844627018014867
66202,0.486176283568581
66203,0.4889280886716366
66204,0.48135525638071436
66205,0.47752478763432427
66206,0.5149020916822914
66207,0.4968012828753441
66208,0.473728735433253
66209,0.5016179152321858
66210,0.4784737942917441
66211,0.48466293172850844
66212,0.4952332339155472
